Datetime,Open_EURUSD,High_EURUSD,Low_EURUSD,Close_EURUSD,Volume_EURUSD
2025-12-12 07:00:00.000,1.1738,1.17426,1.17351,1.17371,5315
2025-12-12 08:00:00.000,1.17371,1.17414,1.17274,1.17274,6906
2025-12-12 09:00:00.000,1.17272,1.17341,1.17261,1.1732,5293
2025-12-12 10:00:00.000,1.1732,1.17326,1.17238,1.17265,4965
2025-12-12 11:00:00.000,1.17266,1.17284,1.17215,1.1726,3305
2025-12-12 12:00:00.000,1.17258,1.17272,1.17188,1.17242,3939
2025-12-12 13:00:00.000,1.17242,1.17345,1.17232,1.17265,5804
2025-12-12 14:00:00.000,1.17264,1.17428,1.17223,1.17415,7971
2025-12-12 15:00:00.000,1.17413,1.17443,1.17288,1.17375,8255
2025-12-12 16:00:00.000,1.17374,1.17425,1.17254,1.17304,7144
2025-12-12 17:00:00.000,1.17303,1.17475,1.17294,1.1747,4828
2025-12-12 18:00:00.000,1.17469,1.1749,1.17397,1.17409,4290
2025-12-12 19:00:00.000,1.17408,1.17408,1.17346,1.17397,3794
2025-12-12 20:00:00.000,1.17395,1.17458,1.17362,1.17384,3785
2025-12-12 21:00:00.000,1.17385,1.17445,1.17376,1.17388,2021
2025-12-14 22:00:00.000,1.1728,1.17373,1.1728,1.17353,1150
2025-12-14 23:00:00.000,1.17354,1.174,1.17347,1.17364,1246
2025-12-15 00:00:00.000,1.17364,1.17365,1.17278,1.17326,2950
2025-12-15 01:00:00.000,1.17326,1.17417,1.17288,1.17407,4060
2025-12-15 02:00:00.000,1.17407,1.1744,1.17362,1.17407,4231
2025-12-15 03:00:00.000,1.17407,1.17441,1.1731,1.17334,3240
2025-12-15 04:00:00.000,1.17334,1.17349,1.17312,1.17315,2341
2025-12-15 05:00:00.000,1.17317,1.17351,1.17313,1.17336,2714
2025-12-15 06:00:00.000,1.17335,1.17357,1.17279,1.17345,4080
2025-12-15 07:00:00.000,1.17345,1.17374,1.17271,1.17277,5184
2025-12-15 08:00:00.000,1.17276,1.17381,1.17257,1.17304,5959
2025-12-15 09:00:00.000,1.17304,1.17428,1.17298,1.17426,5111
2025-12-15 10:00:00.000,1.17425,1.17459,1.17383,1.17419,3639
2025-12-15 11:00:00.000,1.17419,1.17494,1.17405,1.17481,3000
2025-12-15 12:00:00.000,1.17481,1.17585,1.17477,1.17521,3860
